par_id,art_id,text,keyword,country,label
8256,@@548117,i now know why mike redmond is proposing a school lunch program . this news about 1/4 of all kids coming from poor families with not much food is an embarrassment . and ghiz throws our tax dollars at his construction buddies &amp; immigrant investment at his political buddies . and then ghiz and myers and their good ol ' boy supporters decry a proposed program like free school lunches as a type of socialist conspiracy .... i 'd like every one of them to experience real hunger for a week in the winter and see if they 'd sing a different tune afterward . ghazal and myers and the blue blood wannabes of pei have no clue .,poor-families,ca,[1 0 0 0 1 1 0]
1648,@@18432489,"""mari ? tte coetzee from stofberg family vineyards ( whose mia chenin blanc 2016 was the garagiste trophy winner at last year 's michelangelo awards and the recipient of four platter 's stars for the mari ? tte chenin blanc 2016 ) , says : """" we can be extremely proud of the current women winemakers in our industry , especially considering most of them are juggling a family along with the long working hours .""",women,za,[1 0 0 0 0 1 1]
7963,@@14091354,""""""" as a family , my father was a policeman and he used to come home with food ( monthly ) , and my mother used to pack small parcels and we used to give them to the poor families .""",poor-families,za,[1 1 0 0 0 0 0]
151,@@19974860,"10:41am - parents of children who died must get compensation , free medicine must be provided to poor families across up : ram gopal yadav",poor-families,in,[1 0 0 1 0 0 0]
7651,@@20459067,"but kids fall through the cracks . if they move around a lot between schools - as kids from poor families very often do , due to precarious housing - they can go years between check-ups .",poor-families,nz,[0 0 1 0 1 1 0]
4156,@@4220859,"the school authorities have taken the perfect procedure , not to obstruct studies . the 300 odd athletes who engage in sports are given the freedom to practice before and after school hours under the watchful eyes of the teachers who are in-charge of sports . the talented athletes who come from poor families are taken care of adequately with contributions from parents and well wishers .",poor-families,lk,[1 0 0 0 0 0 0]
498,@@20459676,"almost apocalyptic in its devastation , the wrath of one of the most powerful storms ever to hit the atlantic is evidenced in the smashed ruins of barbuda 's candy-coloured homes , the hopeless faces of residents who have lost everything they own , and the haunted eyes of their children .",hopeless,gb,[0 0 1 0 1 1 0]
7191,@@1830968,""""""" boarding schools should be for those coming from poor families who when admitted to boarding secondary schools would be assured of their meals provided by schools , """" she said .""",poor-families,tz,[1 0 0 1 0 0 0]
9946,@@9395009,""""""" today 's decision upholds and affirms america 's proud history in providing refuge for the world 's most vulnerable . refugees are fleeing violence and persecution and want nothing more than to live a safe and peaceful life .""",vulnerable,ke,[1 0 0 1 0 1 0]
4684,@@4540736,"while male prisoners in pakistan also suffer , the female prisoners ' plight is truly worrying . like male offenders , the majority of female offenders are poor . however , women enter the criminal justice system with a host of unique medical , psychological , and financial problems and needs that distinguish them from male offenders . addiction , poverty , unemployment , physical and mental illness , physical and sexual abuse , and homelessness trap women in a cycle of hopelessness and crime . in particular , female offenders are often young mothers who face the additional trauma of threatened separation from their children .",hopeless,pk,[0 0 1 1 1 1 0]
4580,@@21367593,"old bc : as usual , old gb has it assy-versy . i think there should be more focus on preventing homelessness than curing it . are there systems for actually going out , picking up the homeless , and placing them where they belong ? homeless people are n't voluntarily walking into these shelters .",homeless,jm,[1 0 1 1 1 0 0]
1961,@@15564084,"american hegemony in industry is history , they simply allowed and even encouraged their prosperity to be exported to low -wage economies , resulting in local unemployed folk living in poverty , unable to pay the electricity bill and keeping themselves from depression and hopelessness by sniffing , snorting , smoking or injecting themselves with opiates .",hopeless,nz,[0 0 1 0 0 1 0]
7154,@@3332539,"the hope foundation is a charity working with street and slum children in india . they work to free children and poor families from lives of pain , abuse , poverty and darkness . living on the streets , children are exposed to horrendous physical and sexual abuse .",poor-families,ie,[1 0 0 0 1 1 0]
1200,@@19096840,"on the eve of the world refugee day , unhcr received information about three new shipwrecks in the mediterranean . it is feared that at least 130 people were dead or missing . whatever the unpredictable donald trump may be doing or undoing , all our religions tell us that it is our sacred duty to give shelter to the homeless and that is what we need to do , discarding the trump cards from hell .",homeless,lk,[1 1 0 0 0 0 0]
8722,@@10135694,"but if the supreme court gives a favorable decision for the president , his immigration program would immediately take effect , changing the lives of eligible filipino families and other immigrants .",immigrant,ph,[1 0 1 0 0 0 0]
2351,@@23798722,"""she remembers how hard being homeless hit her . she remembers , too , how she would try and act as mad as possible to intimidate people and stop them from coming close to her . she would turn as she walked and make loud noises so that people would leave her alone . how did she manage not to lose sight of her future while she was struggling for survival ? """" i handled my situation of being homeless pretty easily , """" she says with a bit of distance . """" i had football to focus on . i wanted to represent my country and i was n't going to let anything get in the way . """"""",homeless,gh,[0 0 0 0 1 1 0]
7188,@@15437795,"""there were also many larger events which took place , including a 24-hour long period of eucharistic adoration and a prayer vigil . additionally , """" jubilees """" were held which centered on , among others , the sick and disabled , catechists , teenagers , deacons , priests , religious , volunteers of mercy , and most recently , the poor and homeless .""",homeless,my,[1 1 0 0 0 1 0]
